source_path,bounded_context,disposition,reason,target_path,manus_coupling,persistence_coupling,test_evidence,security_notes,migration_commit
client/src/components/ui/badge.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/breadcrumb.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/button.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/button-group.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/calendar.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/card.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/carousel.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/chart.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/checkbox.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/collapsible.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/command.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/context-menu.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/dialog.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/drawer.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/dropdown-menu.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/empty.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/field.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/form.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/hover-card.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/input.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/input-group.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/input-otp.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/item.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/kbd.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/label.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/menubar.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/navigation-menu.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/pagination.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/popover.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/progress.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/radio-group.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/resizable.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/scroll-area.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/select.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/separator.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/sheet.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/sidebar.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/skeleton.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/slider.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/sonner.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/spinner.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/switch.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/table.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/tabs.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/textarea.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/toggle.tsx,ui,refactor_before_reuse,Presentational primitive may be reusable after accessibility license and monochrome-token review,packages/ui/src/components/,none_detected,none_detected,none,Remove implicit dependencies and verify keyboard behavior,not_migrated_in_first_batch
client/src/components/ui/toggle-group.tsx,ui,refactor_before_reuse,Presentational primitive may be reusab…148 tokens truncated…ication and branding,apps/web/,direct,none_detected,none,Use only approved runtime configuration,not_migrated_in_first_batch
client/src/contexts/ThemeContext.tsx,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/hooks/useComposition.ts,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/hooks/useMobile.tsx,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/hooks/usePersistFn.ts,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/index.css,ui,refactor_before_reuse,Visual tokens are design evidence but require monochrome normalization,packages/ui/src/,none_detected,none_detected,none,Remove remote assets and unreviewed fonts,not_migrated_in_first_batch
client/src/lib/trpc.ts,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/lib/utils.ts,web,refactor_before_reuse,Generic client utility requires contract and dependency review before reuse,apps/web/src/,none_detected,none_detected,none,Remove prototype auth and transport assumptions,not_migrated_in_first_batch
client/src/main.tsx,web,rewrite,Composition root is tied to the legacy application and branding,apps/web/,direct,none_detected,none,Use only approved runtime configuration,not_migrated_in_first_batch
client/src/pages/AdminECC.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/ComponentShowcase.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Dashboard.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/EmployerDashboard.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Home.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/NotFound.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Notifications.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Opportunities.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/OpportunityDetail.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/PostJob.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Pricing.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Profile.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/ProposalDetail.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Proposals.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
client/src/pages/Settings.tsx,web,refactor_before_reuse,Product screen is useful design evidence but depends on prototype routing data and claims,apps/web/src/features/,none_detected,none_detected,none,Revalidate authorization data exposure and integration claims,not_migrated_in_first_batch
components.json,repository,archive_for_reference,Legacy tool configuration is superseded by the governed monorepo,,none_detected,none_detected,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
drizzle.config.ts,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/0001_spicy_killer_shrike.sql,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/0002_moaning_mach_iv.sql,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/meta/_journal.json,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/meta/0001_snapshot.json,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/meta/0002_snapshot.json,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/migrations/.gitkeep,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/relations.ts,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
drizzle/schema.ts,database,reject,Legacy MySQL schema migrations and generated snapshots conflict with PostgreSQL foundation,,none_detected,mysql_or_tidb,none,Never apply to production PostgreSQL,not_migrated_in_first_batch
package.json,repository,reject,Build or dependency configuration contains Manus coupling,,direct,mysql_or_tidb,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
patches/wouter@3.7.1.patch,repository,archive_for_reference,Backup or local patch is not authoritative source,,none_detected,none_detected,none,Review provenance before any reuse,not_migrated_in_first_batch
pnpm-lock.yaml,repository,reject,Build or dependency configuration contains Manus coupling,,direct,mysql_or_tidb,none,Do not merge dependency or build settings wholesale,not_migrated_in_first_batch
server/_core/context.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/cookies.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/dataApi.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/env.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/heartbeat.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/imageGeneration.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/index.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/llm.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/map.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/notification.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/oauth.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/sdk.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/storageProxy.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/systemRouter.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/trpc.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/types/cookie.d.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/types/manusTypes.ts,manus-independence,reject,Manus-specific runtime branding or diagnostic asset is prohibited,,direct,none_detected,none,Do not copy or deploy,not_migrated_in_first_batch
server/_core/vite.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,none_detected,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/_core/voiceTranscription.ts,server-runtime,reject,Framework runtime is tightly coupled to Manus services and deployment assumptions,,direct,none_detected,none,Replace with tested Jovia-owned adapters,not_migrated_in_first_batch
server/auth.logout.test.ts,testing,rewrite,File contains Manus coupling and cannot be reused directly,packages/testing/ or service tests,direct,none_detected,prototype_test_requires_refactor,Remove all Manus identifiers dependencies and runtime behavior,not_migrated_in_first_batch
server/db.ts,server-runtime,rewrite,Legacy composition and persistence violate new provider-neutral boundaries,apps/api/ or packages/database/,none_detected,mysql_or_tidb,none,PostgreSQL only with least privilege,not_migrated_in_first_batch
server/jovia.test.ts,testing,rewrite,File contains Manus coupling and cannot be reused directly,packages/testing/ or service tests,direct,none_detected,prototype_test_requires_refactor,Remove all Manus identifiers dependencies and runtime behavior,not_migrated_in_first_batch
server/routers.ts,server-runtime,rewrite,Legacy composition and persistence violate new provider-neutral boundaries,apps/api/ or packages/database/,none_detected,none_detected,none,PostgreSQL only with least privilege,not_migrated_in_first_batch
server/routers/admin.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/dashboard.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/employer.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/notifications.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/opportunities.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/profile.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
server/routers/proposals.ts,application-services,rewrite,Workflow intent is useful but implementation mixes transport persistence and unverified behavior,services/,none_detected,none_detected,none,Rebuild with authorization validation and lawful-source controls,not_migrated_in_first_batch
